"Fiscal Year","Name","Vendor","Organic","Local","Category 1","Category 2","Category 3","Weight","Unit","Dollars"
2017,"HOISIN SAUCE (2)","","No","No","Spices","","","538.46153846154","kilogram","0"
2017,"HONEY CLOVER","","No","No","Sugars","","","1047.6923076923","kilogram","0"
2017,"HOT SAUCE (1)","","No","No","Vegetables","","","436.73076923077","kilogram","0"
2017,"HOT SAUCE (2)","","No","No","Oils","","","436.73076923077","kilogram","0"
2017,"ICE CREAM","","No","No","Milk","","","24456.923076923","kilogram","0"
2017,"ITALIAN DRESSING","","No","No","Liquids","","","1161.5384615385","kilogram","0"
2017,"ITALIAN SEASONING","","No","No","Spices","","","61.115384615385","kilogram","0"
2017,"JALAPENO (1)","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"JALAPENO (2)","","No","No","Vegetables","","","2076.9230769231","kilogram","0"
2017,"JASMINE RICE","","No","No","Grains","","","5587.6923076923","kilogram","0"
2017,"KAHUKU OGO","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"KALAMATA OLIVES","","No","No","Vegetables","","","923.07692307692","kilogram","0"
2017,"KETCHUP (1)","","No","No","Vegetables","","","2095.3846153846","kilogram","0"
2017,"KETCHUP (2)","","No","No","Oils","","","2095.3846153846","kilogram","0"
2017,"KETCHUP (3)","","No","No","Vegetables","","","692.30769230769","kilogram","0"
2017,"KETCHUP (4)","","No","No","Oils","","","692.80769230769","kilogram","0"
2017,"KETCHUP (5)","","No","No","Vegetables","","","3057.1153846154","kilogram","0"
2017,"KETCHUP (6)","","No","No","Oils","","","3057.6153846154","kilogram","0"
2017,"KIDNEY BEANS","","No","No","Beans","","","2076.9230769231","kilogram","0"
2017,"KOSHER SALT","","No","No","Spices","","","1257.2307692308","kilogram","0"
2017,"KOSHERPICKLES","","No","No","Vegetables","","","2915.3846153846","kilogram","0"
2017,"LEMON JUICE","","No","No","Fruits","","","835.93846153846","kilogram","0"
2017,"LEMON KIST FILLING","","No","No","Sugars","","","3981.2307692308","kilogram","0"
2017,"LEMONADE","","No","No","Liquids","","","2923.0769230769","kilogram","0"
2017,"LEMONGRASS","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"LETTUCE","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"LILIKOI/PASS JUICE","","No","No","Liquids","","","600.83076923077","kilogram","0"
2017,"LIME","","No","No","Fruits","","","34.923076923077","kilogram","0"
2017,"LIME GELATIN","","No","No","Sugars","","","615.38461538462","kilogram","0"
2017,"LIME JUICE","","No","No","Fruits","","","846.15384615385","kilogram","0"
2017,"LIMU-OGO","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"LINGUINI PASTA","","No","No","Grains","","","700","kilogram","0"
2017,"LIQUID EGGS","","No","No","Eggs","","","23747.692307692","kilogram","0"
2017,"LIQUID SMOKE","","No","No","Spices","","","1164.6153846154","kilogram","0"
2017,"MAJORAM LEAVES","","No","No","Spices","","","8.7076923076923","kilogram","0"
2017,"MALOLO SYRUP","","No","No","Sugars","","","291.15384615385","kilogram","0"
2017,"MANGO CHUNKS","","No","No","Fruits","","","698.46153846154","kilogram","0"
2017,"MANGO CHUTNEY","","No","No","Fruits","","","835.93846153846","kilogram","0"
2017,"MAPLE SYRUP","","No","No","Sugars","","","1153.8461538462","kilogram","0"
2017,"MARGARINE","","No","No","Milk","","","4190.7692307692","kilogram","0"
2017,"MARSHMALLOWS","","No","No","Sugars","","","419.07692307692","kilogram","0"
2017,"MAYO (1)","","No","No","Oils","","","1047.6923076923","kilogram","0"
2017,"MAYO (2)","","No","No","Eggs","","","1047.6923076923","kilogram","0"
2017,"MEATBALLS","","No","No","Beef","","","3143.0769230769","kilogram","0"
2017,"MEXICAN RICE","","No","No","Grains","","","338.29384615385","kilogram","0"
2017,"MIXED FRUIT","","No","No","Fruits","","","313.47692307692","kilogram","0"
2017,"MOCHI FLOUR","","No","No","Grains","","","1257.2307692308","kilogram","0"
2017,"MOZZARELA","","No","No","Cheese","","","698.46153846154","kilogram","0"
2017,"MUFFIN","","No","No","Grains","","","562.89846153846","kilogram","0"
2017,"MUSHROOM (1)","","No","No","Vegetables","","","2076.9230769231","kilogram","0"
2017,"MUSHROOM (2)","","No","No","Vegetables","","","174.61538461538","kilogram","0"
2017,"MUSHROOMS (3)","","No","No","Vegetables","","","698.46153846154","kilogram","0"
2017,"MUSTARD (1)","","No","No","Spices","","","315.38461538462","kilogram","0"
2017,"MUSTARD (2)","","No","No","Oils","","","315.38461538462","kilogram","0"
2017,"MUSTARD (3)","","No","No","Spices","","","10884.615384615","kilogram","0"
2017,"MUSTARD (4)","","No","No","Oils","","","10885.115384615","kilogram","0"
2017,"MUSTARD (5)","","No","No","Spices","","","419.07692307692","kilogram","0"
2017,"MUSTARD (6)","","No","No","Oils","","","419.07692307692","kilogram","0"
2017,"NESCAFE CHOCO BEV MIX","","No","No","Liquids","","","366.69230769231","kilogram","0"
2017,"NESCAFE DELICATE","","No","No","Coffee and tea","","","92.083846153846","kilogram","0"
2017,"NORI","","No","No","Vegetables","","","38.415384615385","kilogram","0"
2017,"OATS","","No","No","Grains","","","1097.1692307692","kilogram","0"
2017,"OKINAWA POTATO","","No","No","Potatoes","","","5587.6923076923","kilogram","0"
2017,"OKRA","","No","No","Vegetables","","","1257.2307692308","kilogram","0"
2017,"ONION","","No","No","Vegetables","","","1746.1538461538","kilogram","0"
2017,"ONION POWDER","","No","No","Spices","","","43.538461538462","kilogram","0"
2017,"ORANGE GELATIN","","No","No","Sugars","","","615.38461538462","kilogram","0"
2017,"ORANGE JUICE","","No","No","Liquids","","","783.69230769231","kilogram","0"
2017,"OREGANO","","No","No","Spices","","","104.76923076923","kilogram","0"
2017,"OREO COOKIES","","No","No","Grains","","","156.73846153846","kilogram","0"
2017,"OYSTER SAUCE (1)","","No","No","Oils","","","523.84615384615","kilogram","0"
2017,"OYSTER SAUCE (2)","","No","No","Fish","","","524.34615384615","kilogram","0"
2017,"PANCAKE MIX","","No","No","Grains","","","1047.6923076923","kilogram","0"
2017,"PANKO","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"PAPRIKA","","No","No","Spices","","","69.661538461538","kilogram","0"
2017,"PARMESAN (1)","","No","No","Cheese","","","698.46153846154","kilogram","0"
2017,"PARMESAN (2)","","No","No","Cheese","","","419.07692307692","kilogram","0"
2017,"PARSLEY","","No","No","Vegetables","","","26.123076923077","kilogram","0"
2017,"PARSLEY FLAKES","","No","No","Spices","","","21.769230769231","kilogram","0"
2017,"PASS/ORG/GUAVE JUICE","","No","No","Liquids","","","783.69230769231","kilogram","0"
2017,"PASTA (1)","","No","No","Grains","","","349.23076923077","kilogram","0"
2017,"PASTA (2)","","No","No","Grains","","","349.23076923077","kilogram","0"
2017,"PASTA (3)","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"PASTA (4)","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"PASTA SHEELS W/CHEESE (1)","","No","No","Grains","","","522.46153846154","kilogram","0"
2017,"PASTA SHEELS W/CHEESE (2)","","No","No","Cheese","","","522.46153846154","kilogram","0"
2017,"PEANUT BUTTER","","No","No","Nuts","","","838.15384615385","kilogram","0"
2017,"PEANUT BUTTER CHUNKY","","No","No","Nuts","","","846.15384615385","kilogram","0"
2017,"PENNE PASTA","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"PEPPER JACK CHEESE","","No","No","Cheese","","","314.30769230769","kilogram","0"
2017,"PEPPERONI","","No","No","Pork","","","873.07692307692","kilogram","0"
2017,"PEPPERS","","No","No","Vegetables","","","1164.6153846154","kilogram","0"
2017,"PESTO SAUCE (1)","","No","No","Oils","","","195.92307692308","kilogram","0"
2017,"PESTO SAUCE (2)","","No","No","Vegetables","","","195.92307692308","kilogram","0"
2017,"PICANTE SAUCE (1)","","No","No","Oils","","","582.30769230769","kilogram","0"
2017,"PICANTE SAUCE (2)","","No","No","Vegetables","","","582.30769230769","kilogram","0"
2017,"PICKLES","","No","No","Vegetables","","","2911.5384615385","kilogram","0"
2017,"PIE SHELLS","","No","No","Grains","","","1044.9230769231","kilogram","0"
2017,"PINAPPLE ORANGE CRYSTL LIGHT","","No","No","Liquids","","","6987.6923076923","kilogram","0"
2017,"PINAPPLE TIBITS","","No","No","Fruits","","","2076.9230769231","kilogram","0"
2017,"PINENUTS","","No","No","Nuts","","","208.98461538462","kilogram","0"
2017,"PINTO BEANS","","No","No","Beans","","","2076.9230769231","kilogram","0"
2017,"PIZZA DOUGH","","No","No","Grains","","","4388.6769230769","kilogram","0"
2017,"PIZZA DOUGH SHEETED","","No","No","Grains","","","1149.4153846154","kilogram","0"
2017,"PIZZA SAUCE (1)","","No","No","Spices","","","692.30769230769","kilogram","0"
2017,"PIZZA SAUCE (2)","","No","No","Vegetables","","","692.30769230769","kilogram","0"
2017,"PIZZA SAUCE (3)","","No","No","Oils","","","692.30769230769","kilogram","0"
2017,"PLAIN YOGURT","","No","No","Milk","","","4889.2307692308","kilogram","0"
2017,"POLLOCK RECT. OVEN","","No","No","Chicken","","","4540","kilogram","0"
2017,"PORK BUTT","","No","No","Pork","","","1571.5384615385","kilogram","0"
2017,"PORK CHOP","","No","No","Pork","","","349.23076923077","kilogram","0"
2017,"PORK COLLAR","","No","No","Pork","","","1396.9230769231","kilogram","0"
2017,"PORK PATTY","","No","No","Pork","","","1038.3923076923","kilogram","0"
2017,"PORTUGUESE SAUSAGE","","No","No","Pork","","","349.23076923077","kilogram","0"
2017,"POTATOE AU GRATIN","","No","No","Potatoes","","","471.46153846154","kilogram","0"
2017,"POTATOES","","No","No","Potatoes","","","471.46153846154","kilogram","0"
2017,"POULTRY SEASONING","","No","No","Spices","","","43.538461538462","kilogram","0"
2017,"POWDERED SUGAR","","No","No","Sugars","","","838.15384615385","kilogram","0"
2017,"POWERAIDE","","No","No","Liquids","","","2923.0769230769","kilogram","0"
2017,"PROVOLONE CHEESE","","No","No","Cheese","","","419.07692307692","kilogram","0"
2017,"PUFF PASTRY DOUGH","","No","No","Grains","","","1959.2307692308","kilogram","0"
2017,"PUMKIN PIE (1)","","No","No","Grains","","","200.27692307692","kilogram","0"
2017,"PUMKIN PIE (2)","","No","No","Sugars","","","200.27692307692","kilogram","0"
2017,"PUMKIN PIE (3)","","No","No","Vegetables","","","200.27692307692","kilogram","0"
2017,"PUMPKIN (4)","","No","No","Vegetables","","","2095.3846153846","kilogram","0"
2017,"PUMPKIN SEEDS","","No","No","Vegetables","","","174.61538461538","kilogram","0"
2017,"PUNCH","","No","No","Liquids","","","4367.3076923077","kilogram","0"
2017,"QUINOA","","No","No","Grains","","","1396.9230769231","kilogram","0"
2017,"RAISINS","","No","No","Fruits","","","1047.6923076923","kilogram","0"
2017,"RANCH DRESSING","","No","No","Liquids","","","1161.5384615385","kilogram","0"
2017,"RASP LEMONADE","","No","No","Liquids","","","769.23076923077","kilogram","0"
2017,"RAVIOLI BEEF & TOMATO (1)","","No","No","Beef","","","698.46153846154","kilogram","0"
2017,"RAVIOLI BEEF & TOMATO (2)","","No","No","Vegetables","","","698.79487179487","kilogram","0"
2017,"RAVIOLI BEEF & TOMATO (3)","","No","No","Grains","","","699.12820512821","kilogram","0"
2017,"RED BELL PEPPER","","No","No","Vegetables","","","873.07692307692","kilogram","0"
2017,"RED FOOD COLORING","","No","No","Oils","","","73.076923076923","kilogram","0"
2017,"RED ONION","","No","No","Vegetables","","","873.07692307692","kilogram","0"
2017,"RED ONION JUMBO","","No","No","Vegetables","","","1222.3076923077","kilogram","0"
2017,"RED POTATOS","","No","No","Potatoes","","","1746.1538461538","kilogram","0"
2017,"RED VINEGAR WINE","","No","No","Liquids","","","1153.8461538462","kilogram","0"
2017,"REFRIED BEANS","","No","No","Beans","","","2095.3846153846","kilogram","0"
2017,"RELISH (1)","","No","No","Vegetables","","","1164.6153846154","kilogram","0"
2017,"RELISH (2)","","No","No","Vegetables","","","838.46153846154","kilogram","0"
2017,"RICE (1)","","No","No","Grains","","","4190.7692307692","kilogram","0"
2017,"RICE (2)","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"RICE (3)","","No","No","Grains","","","1536.6153846154","kilogram","0"
2017,"RICE (4)","","No","No","Grains","","","1523.8461538462","kilogram","0"
2017,"RICE VINEGAR","","No","No","Liquids","","","1153.8461538462","kilogram","0"
2017,"RICOTTA CHEESE","","No","No","Cheese","","","349.23076923077","kilogram","0"
2017,"RIGATONI PASTA","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"ROAST BEEF","","No","No","Beef","","","419.07692307692","kilogram","0"
2017,"ROASTED PEANUTS","","No","No","Nuts","","","681","kilogram","0"
2017,"ROSEMARY","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"ROSEMARY LEAVES","","No","No","Spices","","","13.061538461538","kilogram","0"
2017,"ROTINI PASTA","","No","No","Grains","","","2095.3846153846","kilogram","0"
2017,"SAGE","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"SALMON","","No","No","Fish","","","349.23076923077","kilogram","0"
2017,"SALT (1)","","No","No","Spices","","","1746.1538461538","kilogram","0"
2017,"SALT (2)","","No","No","Spices","","","3492.3076923077","kilogram","0"
2017,"SAUERKRAUT","","No","No","Vegetables","","","2076.9230769231","kilogram","0"
2017,"SAUSAGE ITALIAN (1)","","No","No","Pork","","","419.07692307692","kilogram","0"
2017,"SAUSAGE ITALIAN (2)","","No","No","Pork","","","349.23076923077","kilogram","0"
2017,"SAUSAGE LINKS","","No","No","Pork","","","3831.3846153846","kilogram","0"
2017,"SAUTERNE COOKING WINE","","No","No","Liquids","","","1153.8461538462","kilogram","0"
2017,"SCONE MIX","","No","No","Grains","","","1047.6923076923","kilogram","0"
2017,"SEA SALT","","No","No","Spices","","","419.07692307692","kilogram","0"
2017,"SEASONING","","No","No","Spices","","","909.95384615385","kilogram","0"
2017,"SESAME DRESSING","","No","No","Liquids","","","1161.5384615385","kilogram","0"
2017,"SESAME OIL","","No","No","Oils","","","1164.6153846154","kilogram","0"
2017,"SESAME SEED","","No","No","Nuts","","","192.07692307692","kilogram","0"
2017,"SHEDDED COCONUT","","No","No","Fruits","","","349.23076923077","kilogram","0"
2017,"SHERRY COOKING WINE","","No","No","Liquids","","","1153.8461538462","kilogram","0"
2017,"SHOYU (1)","","No","No","Beans","","","1164.6153846154","kilogram","0"
2017,"SHOYU (2)","","No","No","Beans","","","1455.7692307692","kilogram","0"
2017,"SHOYU RAMEN SOUP BASE","","No","No","Liquids","","","872.30769230769","kilogram","0"
2017,"SHREDDED CARROTS","","No","No","Vegetables","","","34.923076923077","kilogram","0"
2017,"SHRIMP (1)","","No","No","Fish","","","209.53846153846","kilogram","0"
2017,"SHRIMP (2)","","No","No","Fish","","","698.46153846154","kilogram","0"
2017,"SKIM MILK","","No","No","Milk","","","5240.7692307692","kilogram","0"
2017,"SOURCREAM","","No","No","Milk","","","5587.6923076923","kilogram","0"
2017,"SOY MILK","","No","No","Milk","","","145.57692307692","kilogram","0"
2017,"SOYBEAN SALAD OIL","","No","No","Oils","","","1222.3076923077","kilogram","0"
2017,"SPAGHETTI","","No","No","Grains","","","2793.8461538462","kilogram","0"
2017,"SPAM","","No","No","Pork","","","313.47692307692","kilogram","0"
2017,"SPICY MUSTARD (1)","","No","No","Spices","","","582.30769230769","kilogram","0"
2017,"SPICY MUSTARD (2)","","No","No","Oils","","","582.80769230769","kilogram","0"
2017,"SPLIT PEAS","","No","No","Vegetables","","","698.46153846154","kilogram","0"
2017,"SPRING MIX","","No","No","Vegetables","","","104.76923076923","kilogram","0"
2017,"SPRITE","","No","No","Liquids","","","2911.5384615385","kilogram","0"
2017,"SPUN WHITE CAKE","","No","No","Grains","","","1746.1538461538","kilogram","0"
2017,"SRIRACHA (1)","","No","No","Vegetables","","","365.72307692308","kilogram","0"
2017,"SRIRACHA (2)","","No","No","Oils","","","365.72307692308","kilogram","0"
2017,"STEAK","","No","No","Beef","","","1920.7692307692","kilogram","0"
2017,"STRAWBERRIES","","No","No","Fruits","","","349.23076923077","kilogram","0"
2017,"STRAWBERRY GELATIN","","No","No","Sugars","","","626.95384615385","kilogram","0"
2017,"STRAWBERRY PRESERVES (1)","","No","No","Sugars","","","1038.4615384615","kilogram","0"
2017,"STRAWBERRY PRESERVES (2)","","No","No","Fruits","","","1038.4615384615","kilogram","0"
2017,"STRAWBERRY TOPPING (1)","","No","No","Fruits","","","538.46153846154","kilogram","0"
2017,"STRAWBERRY TOPPING (2)","","No","No","Sugars","","","538.46153846154","kilogram","0"
2017,"STRAWBERRY TOPPING (3)","","No","No","Fruits","","","1330.7692307692","kilogram","0"
2017,"STRAWBRRY KIWI CRYSTL LIGHT","","No","No","Liquids","","","6987.6923076923","kilogram","0"
2017,"SUGAR","","No","No","Sugars","","","5238.4615384615","kilogram","0"
2017,"SUNDRIED TOMATOS","","No","No","Vegetables","","","835.93846153846","kilogram","0"
2017,"SUNFLOWER SEEDS","","No","No","Nuts","","","626.95384615385","kilogram","0"
2017,"SWEET BLACK TEA","","No","No","Coffee and tea","","","2183.6538461538","kilogram","0"
2017,"SWEET THAI CHILI SAUCE (1)","","No","No","Oils","","","278.64615384615","kilogram","0"
2017,"SWEET THAI CHILI SAUCE (2)","","No","No","Vegetables","","","278.97948717949","kilogram","0"
2017,"SWEET THAI CHILI SAUCE (3)","","No","No","Sugars","","","279.31282051282","kilogram","0"
2017,"SWISS CHEESE","","No","No","Cheese","","","698.46153846154","kilogram","0"
2017,"TAPIOCA PUDDING","","No","No","Milk","","","2076.9230769231","kilogram","0"
2017,"TARRAGON LEAVES","","No","No","Spices","","","7.075","kilogram","0"
2017,"TATER TOTS","","No","No","Potatoes","","","8381.5384615385","kilogram","0"
2017,"THYME","","No","No","Spices","","","13.061538461538","kilogram","0"
2017,"TOBASCO (1)","","No","No","Vegetables","","","156.73846153846","kilogram","0"
2017,"TOBASCO (2)","","No","No","Oils","","","156.73846153846","kilogram","0"
2017,"TOFU","","No","No","Beans","","","39.184615384615","kilogram","0"
2017,"TOMATO","","No","No","Vegetables","","","313.47692307692","kilogram","0"
2017,"TOMATO PASTE","","No","No","Vegetables","","","2076.9230769231","kilogram","0"
2017,"TOMATO PUREE","","No","No","Vegetables","","","2076.9230769231","kilogram","0"
2017,"TOMATO SUACE","","No","No","Vegetables","","","6286.1538461538","kilogram","0"
2017,"TUNA","","No","No","Fish","","","868.59230769231","kilogram","0"
2017,"TURKEY BREAST (1)","","No","No","Chicken","","","698.46153846154","kilogram","0"
2017,"TURKEY BREAST (2)","","No","No","Chicken","","","768.30769230769","kilogram","0"
2017,"UDON","","No","No","Grains","","","174.61538461538","kilogram","0"
2017,"UNSWEET BLACK TEA","","No","No","Coffee and tea","","","2923.0769230769","kilogram","0"
2017,"VANILLA EXTRACT","","No","No","Sugars","","","291.15384615385","kilogram","0"
2017,"VANILLA PUDDING","","No","No","Milk","","","2076.9230769231","kilogram","0"
2017,"VEGALENE AEROSOL","","No","No","Oils","","","274.29230769231","kilogram","0"
2017,"VEGETABLE BASE","","No","No","Liquids","","","209.53846153846","kilogram","0"
2017,"VIENNA SAUSAGE","","No","No","Pork","","","470.21538461538","kilogram","0"
2017,"WAFFLE SQUARE","","No","No","Grains","","","376.17230769231","kilogram","0"
2017,"WALNUTS","","No","No","Nuts","","","1047.6923076923","kilogram","0"
2017,"WATERMELON","","No","No","Fruits","","","34.923076923077","kilogram","0"
2017,"WATERMELON SEEDLESS","","No","No","Fruits","","","34.923076923077","kilogram","0"
2017,"WHEAT BERRIES","","No","No","Grains","","","1746.1538461538","kilogram","0"
2017,"WHEAT GRANULES","","No","No","Grains","","","873.07692307692","kilogram","0"
2017,"WHITE RICE","","No","No","Grains","","","12223.076923077","kilogram","0"
2017,"WHITE VINEGAR","","No","No","Liquids","","","1153.8461538462","kilogram","0"
2017,"WHOLE CLOVES","","No","No","Spices","","","23.946153846154","kilogram","0"
2017,"WONTON","","No","No","Grains","","","174.61538461538","kilogram","0"
2017,"WORCESTSHIRE SAUCE (1)","","No","No","Oils","","","436.73076923077","kilogram","0"
2017,"WORCESTSHIRE SAUCE (2)","","No","No","Spices","","","436.73076923077","kilogram","0"
2017,"YAKISOBA","","No","No","Grains","","","139.69230769231","kilogram","0"
2017,"YELLOW FOOD COLORING","","No","No","Oils","","","73.076923076923","kilogram","0"
2017,"YELLOW MUSTARD (1)","","No","No","Oils","","","457.15384615385","kilogram","0"
2017,"YELLOW MUSTARD (2)","","No","No","Spices","","","457.15384615385","kilogram","0"
2017,"YELLOW POLENTA","","No","No","Grains","","","698.46153846154","kilogram","0"
2017,"YELLOW SQUASH","","No","No","Vegetables","","","838.15384615385","kilogram","0"
2017,"ZUCCHINI","","No","No","Vegetables","","","838.15384615385","kilogram","0"
